RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,,ROUND,SQRT,ROUND Q,MAX BALANCE #,250898.09,RANK,LEFT,RIGHT,LEN
1051,15623828,Akobundu,682,France,Male,30,4,0,1,0,1,161465.31,0,,0,0,0,,,1929,M,623828,8
1052,15715003,Ko,625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0,,80816,284.2815506,284,,,9012,F,715003,2
1053,15623471,Marcelo,607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0,,98206,313.3783656,313,,,1194,M,623471,7
1054,15798348,Chukwuebuka,600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0,,94684,307.7076535,308,,,7524,F,798348,11
1055,15743016,MacDonald,602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0,,141605,376.3043981,376,,,8513,F,743016,9
1056,15769499,Lampungmeiua,545,Spain,Female,74,3,0,2,1,1,161326.73,0,,0,0,0,,,1936,F,769499,12
1057,15798521,Tai,675,Spain,Male,33,3,0,2,1,0,45348.08,0,,0,0,0,,,7788,M,798521,3
1058,15706534,Enyinnaya,581,France,Female,47,1,122949.14,1,0,0,180251.68,1,,122949,350.6408419,351,,,973,F,706534,9
1059,15706186,McKenzie,640,Germany,Male,33,8,81677.22,2,0,0,34925.56,0,,81677,285.7918823,286,,,8286,M,706186,8
1060,15812197,Kline,850,France,Male,38,7,80293.98,1,0,0,126555.74,0,,80294,283.3619593,283,,,3634,M,812197,5
1061,15650933,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0,,155413,394.2245553,394,,,611,F,650933,2
1062,15692991,Wood,710,Spain,Female,38,4,0,2,1,1,136390.88,0,,0,0,0,,,3161,F,692991,4
1063,15631189,Riggs,613,Germany,Male,38,9,67111.65,1,1,0,78566.64,1,,67112,259.0598386,259,,,6103,M,631189,5
1064,15762198,Capon,812,France,Male,34,5,103818.43,1,1,1,166038.27,0,,103818,322.2080073,322,,,1718,M,762198,5
1065,15699598,Smith,723,France,Female,20,4,0,2,1,1,140385.33,0,,0,0,0,,,2955,F,699598,5
1066,15692744,Davison,512,France,Male,36,4,152169.12,2,0,0,38629.3,1,,152169,390.0884515,390,,,8101,M,692744,7
1067,15688963,Ingram,731,France,Female,52,10,0,1,1,1,24998.75,1,,0,0,0,,,8784,F,688963,6
1068,15599131,Dilke,650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0,,214347,462.9762413,463,,,3534,M,599131,5
1069,15680303,Gibson,594,France,Male,57,6,0,1,1,0,19376.56,1,,0,0,0,,,9048,M,680303,6
1070,15628674,Iadanza,844,France,Male,40,7,113348.14,1,1,0,31904.31,1,,113348,336.6719472,337,,,8434,M,628674,7
1071,15648075,Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1,,170936,413.4440712,413,,,1352,F,648075,6
1072,15586970,Pinto,695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0,,103023,320.9719614,321,,,8895,M,586970,5
1073,15625698,Dumetochukwu,624,Spain,Female,23,6,0,2,0,1,196668.51,0,,0,0,0,,,175,F,625698,12
1074,15790497,Ross,503,Spain,Male,37,6,0,2,0,0,136506.86,0,,0,0,0,,,3155,M,790497,4
1075,15682618,Jamieson,535,France,Female,31,7,111855.04,2,1,1,36278.89,0,,111855,334.4473053,334,,,8213,F,682618,8
1076,15762937,Chiganu,743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0,,140349,374.6318193,375,,,1844,F,762937,7
1077,15750929,Burgess,702,Spain,Male,39,8,0,2,1,0,99654.13,0,,0,0,0,,,5026,M,750929,7
1078,15729832,Cheng,658,France,Male,29,3,145512.84,1,1,0,20207.02,0,,145513,381.4616626,381,,,9002,M,729832,5
1079,15633650,Woods,677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0,,146721,383.0417732,383,,,9777,F,633650,5
1080,15748856,Liang,664,France,Male,32,10,107209.73,1,1,1,112340.2,0,,107210,327.4293817,327,,,4371,M,748856,5
1081,15589195,Bluett,766,Germany,Female,38,7,130933.74,1,0,1,2035.94,0,,130934,361.8480344,362,,,9890,F,589195,6
1082,15699911,Chapman,461,Spain,Female,35,8,0,1,1,0,132295.95,0,,0,0,0,,,3359,F,699911,7
1083,15663438,Andrejew,688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1,,89772,299.619759,300,,,1132,M,663438,8
1084,15692583,Udobata,678,France,Female,32,5,0,2,1,0,90284.47,0,,0,0,0,,,5488,F,692583,7
1085,15591257,Ejimofor,796,France,Male,24,8,0,2,1,0,61349.37,0,,0,0,0,,,6962,M,591257,8
1086,15646513,Spyer,803,France,Male,42,5,0,1,1,0,196466.83,1,,0,0,0,,,191,M,646513,5
1087,15708063,Walker,712,France,Male,36,2,100749.5,3,0,0,70758.37,1,,100750,317.411405,317,,,6497,M,708063,6
1088,15696098,Palermo,498,France,Female,31,10,0,2,1,0,13892.57,0,,0,0,0,,,9306,F,696098,7
1089,15645517,Philip,850,Spain,Male,22,2,0,2,1,1,9684.52,0,,0,0,0,,,9507,M,645517,6
1090,15649744,Fallaci,628,France,Female,51,3,123981.31,2,1,1,40546.15,0,,123981,352.109358,352,,,8015,F,649744,7
1091,15604304,Perry,539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0,,91622,302.6912618,303,,,3147,F,604304,5
1092,15784092,Henderson,732,France,Male,36,7,126195.81,1,1,1,133172.48,0,,126196,355.2407634,355,,,3310,M,784092,9
1093,15585198,Bergamaschi,715,France,Male,41,4,94267.9,1,0,1,152821.12,1,,94268,307.0309431,307,,,2335,M,585198,11
1094,15624347,Fokine,651,France,Male,40,4,0,2,1,1,147715.83,0,,0,0,0,,,2573,M,624347,6
1095,15621687,Mackay,813,France,Male,34,0,0,2,1,0,43169.15,0,,0,0,0,,,7882,M,621687,6
1096,15689081,Wu,692,France,Male,29,4,0,1,1,0,76755.99,1,,0,0,0,,,6197,M,689081,2
1097,15813168,Maslova,756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1,,100718,317.3609932,317,,,6363,F,813168,7
1098,15604295,Wei,543,France,Male,36,6,0,2,1,0,176728.28,0,,0,0,0,,,1174,M,604295,3
1099,15724127,McLean,790,France,Female,26,4,141581.71,2,0,0,98309.27,0,,141582,376.2738365,376,,,5082,F,724127,6
1100,15673055,Sung,494,Spain,Male,38,7,0,2,1,1,6203.66,0,,0,0,0,,,9675,M,673055,4
1101,15768201,Paterson,850,France,Female,39,2,148586.64,1,1,1,176791.27,0,,148587,385.4698432,385,,,1166,F,768201,8
1102,15782219,Fanucci,703,Spain,Male,29,9,0,2,1,0,50679.48,0,,0,0,0,,,7517,M,782219,7
1103,15746410,Thompson,432,Spain,Male,38,7,0,2,1,0,150580.88,0,,0,0,0,,,2432,M,746410,8
1104,15780144,Tisdall,512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0,,123404,351.2890548,351,,,6010,F,780144,7
1105,15590476,Onochie,589,France,Male,28,7,0,2,1,0,151645.96,0,,0,0,0,,,2387,M,590476,7
1106,15624293,Mironova,514,France,Female,46,3,106511.85,1,1,0,55072.32,0,,106512,326.3617625,326,,,7295,F,624293,8
1107,15618182,Ndubueze,678,France,Female,38,2,0,2,0,0,115068.99,0,,0,0,0,,,4239,F,618182,8
1108,15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1,,135550,368.1711559,368,,,2494,F,660316,10
1109,15678886,Golubev,679,Germany,Male,38,7,110555.37,2,1,0,46522.68,0,,110555,332.4981203,332,,,7734,M,678886,7
1110,15616330,Liao,595,France,Male,31,4,0,2,1,0,189995.86,0,,0,0,0,,,510,M,616330,4
1111,15592229,Mullan,713,France,Female,52,0,185891.54,1,1,1,46369.57,1,,185892,431.1519454,431,,,7742,F,592229,6
1112,15798424,Glover,833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1,,130855,361.7388561,362,,,8498,M,798424,6
1113,15714750,Northey,690,France,Female,42,3,92578.14,2,0,0,70810.6,0,,92578,304.2663307,304,,,6492,F,714750,7
1114,15648800,Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1,,132312,363.7471649,364,,,4644,F,648800,8
1115,15626147,Maclean,608,France,Female,62,8,144976.5,1,0,0,175836.03,1,,144977,380.7584536,381,,,1212,F,626147,7
1116,15626608,Howarde,479,Spain,Male,48,5,87070.23,1,0,1,85646.41,0,,87070,295.0762613,295,,,5720,M,626608,7
1117,15723250,Teng,519,France,Male,42,8,0,2,1,1,101485.72,0,,0,0,0,,,4923,M,723250,4
1118,15592583,Colman,731,France,Female,47,1,115414.19,3,0,0,191734.67,1,,115414,339.7263605,340,,,422,F,592583,6
1119,15759381,Johnson,617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0,,91070,301.7780641,302,,,4905,M,759381,7
1120,15585241,Butcher,756,Spain,Male,29,2,117412.19,2,1,0,4888.91,0,,117412,342.6543448,343,,,9741,M,585241,7
1121,15589358,Stanley,848,Germany,Male,31,4,90018.45,2,1,0,193132.98,0,,90018,300.0299985,300,,,353,M,589358,7
1122,15672704,Jackson,809,France,Female,24,4,0,2,1,0,193518.76,0,,0,0,0,,,328,F,672704,7
1123,15789955,Hu,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1,,112415,335.2834622,335,,,5283,M,789955,2
1124,15596800,Hill,779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1,,158457,398.0665773,398,,,162,M,596800,4
1125,15627305,Pan,606,Spain,Male,35,7,0,1,1,0,106837.06,1,,0,0,0,,,4636,M,627305,3
1126,15645316,Han,612,Germany,Female,58,1,149641.53,1,1,1,115161.28,0,,149642,386.8358825,387,,,4232,F,645316,3
1127,15593973,Wilkie,663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0,,122528,350.0399977,350,,,203,F,593973,6
1128,15647301,Bray,549,Germany,Female,45,3,143734.01,2,1,1,96404.38,0,,143734,379.1226714,379,,,5168,F,647301,4
1129,15750258,Ann,675,France,Female,32,2,155663.31,1,1,0,97658.66,0,,155663,394.5415061,395,,,5116,F,750258,3
1130,15685309,Souter,669,France,Female,35,7,0,1,1,1,49108.23,1,,0,0,0,,,7596,F,685309,6
1131,15628205,Greco,571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0,,101737,318.9623802,319,,,233,F,628205,5
1132,15733974,Mao,500,Spain,Male,37,9,125822.21,1,1,0,111698,0,,125822,354.7139693,355,,,4395,M,733974,3
1133,15762110,Anderson,628,France,Male,37,0,0,2,1,1,171707.93,0,,0,0,0,,,1427,M,762110,8
1134,15706899,Ma,559,France,Male,34,4,0,2,1,1,66721.98,0,,0,0,0,,,6684,M,706899,2
1135,15732660,Black,769,France,Female,27,2,0,1,1,1,57876.05,0,,0,0,0,,,7142,F,732660,5
1136,15656121,Medvedeva,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0,,157791,397.229153,397,,,1090,M,656121,9
1137,15614220,Benson,750,France,Male,22,5,0,2,0,1,105125.65,0,,0,0,0,,,4721,M,614220,6
1138,15645269,Duncan,583,France,Female,42,4,0,2,1,0,17439.66,0,,0,0,0,,,9132,F,645269,6
1139,15698510,Onwudiwe,468,Germany,Male,42,9,181627.14,2,1,0,172668.39,0,,181627,426.1771932,426,,,1369,M,698510,8
1140,15569247,Mitchell,727,Spain,Female,57,1,109679.72,1,0,1,753.37,0,,109680,331.1797095,331,,,9958,F,569247,8
1141,15566251,Ferrari,618,France,Female,37,5,96652.86,1,1,0,98686.4,1,,96653,310.890656,311,,,5066,F,566251,7
1142,15716134,Russo,617,France,Male,40,5,190008.32,2,1,1,107047.92,0,,190008,435.8990709,436,,,4624,M,716134,5
1143,15763625,Hazon,793,Spain,Male,41,9,0,2,1,0,152153.74,0,,0,0,0,,,2361,M,763625,5
1144,15605965,Henderson,630,France,Male,43,9,0,2,1,1,34338.04,0,,0,0,0,,,8319,M,605965,9
1145,15694821,Hardy,765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1,,148963,385.9572515,386,,,1313,M,694821,5
1146,15601688,Piccio,546,France,Male,28,8,0,1,1,0,159254.29,0,,0,0,0,,,2037,M,601688,6
1147,15575581,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,,131345,362.4155074,362,,,7310,F,575581,7
1148,15671209,Holden,593,Germany,Female,29,5,101713.84,3,1,0,134594.99,0,,101714,318.9263238,319,,,3249,F,671209,6
1149,15616529,Hsieh,613,Spain,Male,34,3,0,1,1,1,41724.72,0,,0,0,0,,,7964,M,616529,5
1150,15773906,Doherty,655,France,Male,38,4,0,2,0,0,110527.71,0,,0,0,0,,,4445,M,773906,7
1151,15722993,Page,700,France,Female,27,6,137963.07,1,0,0,8996.79,0,,137963,371.4337088,371,,,9555,F,722993,4
1152,15752463,Samuel,826,Spain,Female,29,4,129938.07,1,0,1,190200.53,0,,129938,360.4691388,360,,,498,F,752463,6
1153,15589754,Malloy,652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0,,151421,389.1285135,389,,,4221,M,589754,6
1154,15669899,Fitts,755,Germany,Female,45,7,135643,1,0,0,143619.52,1,,135643,368.2974341,368,,,2790,F,669899,5
1155,15766887,Iadanza,538,Spain,Male,39,2,122773.5,2,1,1,58467.08,0,,122774,350.3912099,350,,,7111,M,766887,7
1156,15768006,Wu,729,France,Male,34,3,152303.8,1,1,0,12128.69,0,,152304,390.2614508,390,,,9393,M,768006,2
1157,15741295,Yefimova,615,France,Male,49,3,0,2,1,1,49872.33,0,,0,0,0,,,7551,M,741295,8
1158,15811327,Pan,700,Spain,Male,54,1,79415.67,1,0,1,139735.54,0,,79416,281.8084456,282,,,2990,M,811327,3
1159,15690007,Ts'ui,434,Germany,Female,58,9,125801.03,2,1,0,60891.8,1,,125801,354.6843667,355,,,6991,F,690007,5
1160,15690664,Liang,729,Spain,Male,37,10,0,2,1,0,100862.54,0,,0,0,0,,,4960,M,690664,5
1161,15719348,Tsao,513,France,Male,35,8,0,1,1,0,76640.29,1,,0,0,0,,,6202,M,719348,4
1162,15781802,Abramov,755,France,Male,41,6,104817.41,1,1,0,126013.58,1,,104817,323.7545366,324,,,3676,M,781802,7
1163,15752731,Millar,615,France,Female,30,9,0,1,1,0,87347.82,0,,0,0,0,,,5632,F,752731,6
1164,15600997,Demuth,747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0,,67495,259.7979985,260,,,6162,F,600997,6
1165,15750776,Genovese,850,France,Female,36,0,164850.54,1,1,1,62722.44,0,,164851,406.0184725,406,,,6897,F,750776,8
1166,15723907,Lawless,712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0,,154776,393.4158106,393,,,204,F,723907,7
1167,15633419,Brooks,622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0,,143125,378.3186488,378,,,5926,F,633419,6
1168,15702430,Ignatyeva,548,France,Female,35,10,0,1,1,1,31299.71,0,,0,0,0,,,8471,F,702430,9
1169,15710456,Balmain,607,France,Female,27,2,0,2,1,0,63495.86,0,,0,0,0,,,6851,F,710456,7
1170,15650351,Millar,653,France,Female,38,8,102133.38,1,1,1,166520.96,0,,102133,319.5825402,320,,,1688,F,650351,6
1171,15590820,Ecuyer,699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0,,79932,282.7224788,283,,,2445,M,590820,6
1172,15640454,Parkhill,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1,,120712,347.4363251,347,,,8657,M,640454,8
1173,15697789,Li Fonti,647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0,,122718,350.3112901,350,,,5645,F,697789,8
1174,15808182,Beneventi,478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0,,92363,303.9128164,304,,,7809,F,808182,9
1175,15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,,203715,451.3479811,451,,,986,F,588670,10
1176,15721292,Atkins,719,Spain,Male,39,5,0,2,1,0,145759.7,0,,0,0,0,,,2681,M,721292,6
1177,15604217,Williams,726,France,Male,34,9,0,2,0,0,14121.61,0,,0,0,0,,,9289,M,604217,8
1178,15651369,Wright,626,France,Male,21,1,0,2,1,0,66232.23,0,,0,0,0,,,6710,M,651369,6
1179,15782454,Hancock,552,France,Male,49,4,0,1,1,1,190296.76,1,,0,0,0,,,493,M,782454,7
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,,93460,305.712283,306,,,1364,F,814032,5
1181,15570326,Wilkins,621,France,Male,34,6,0,2,1,1,99128.13,0,,0,0,0,,,5047,M,570326,7
1182,15624428,Longo,651,Germany,Female,24,7,40224.7,1,1,1,178341.33,0,,40225,200.5617112,201,,,1069,F,624428,5
1183,15755638,Mancini,673,France,Female,43,5,168069.73,1,1,1,146992.24,1,,168070,409.963413,410,,,2613,F,755638,7
1184,15600992,Madukaego,652,France,Male,36,1,0,2,1,1,151314.98,0,,0,0,0,,,2404,M,600992,9
1185,15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,,130539,361.3018129,361,,,5357,M,755649,13
1186,15795228,Stewart,756,France,Male,37,3,132623.6,1,1,1,58974,0,,132624,364.1757817,364,,,7089,M,795228,7
1187,15589257,Grant,670,France,Female,35,3,103465.02,2,1,1,174627.06,0,,103465,321.6597581,322,,,1278,F,589257,5
1188,15719302,Brennan,765,France,Female,50,9,126547.8,1,1,1,79579.94,1,,126548,355.7358571,356,,,6039,F,719302,7
1189,15639882,She,528,France,Male,30,2,128262.72,2,1,0,50771.16,0,,128263,358.1382415,358,,,7513,M,639882,3
1190,15791279,Murray,701,France,Male,40,5,169742.64,1,1,1,153537.55,1,,169743,411.9987864,412,,,2291,M,791279,6
1191,15636935,Rischbieth,797,France,Female,29,1,0,2,1,1,132975.39,0,,0,0,0,,,3325,F,636935,10
1192,15686909,Lung,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,,150796,388.3246065,388,,,5741,M,686909,4
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,,129856,360.3553801,360,,,1506,F,589572,15
1194,15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,,146098,382.2276808,382,,,4977,F,779947,6
1195,15573769,Fiorentini,764,France,Female,24,7,0,2,1,0,186105.99,0,,0,0,0,,,692,F,573769,10
1196,15578866,Hughes,676,France,Female,43,2,0,1,1,1,55119.53,0,,0,0,0,,,7292,F,578866,6
1197,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,,65643,256.2088991,256,,,8568,M,739131,9
1198,15813444,McIntosh,590,Spain,Female,34,6,0,2,1,0,171021.44,0,,0,0,0,,,1459,F,813444,8
1199,15678058,Ayers,584,France,Male,38,9,104584.16,1,1,0,176678.72,0,,104584,323.3944959,323,,,1180,M,678058,5
1200,15769169,Trentino,645,France,Male,41,7,0,1,0,1,28667.56,0,,0,0,0,,,8577,M,769169,8
1201,15804602,Boyd,772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,,99785,315.8876383,316,,,151,M,804602,4
1202,15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,,127655,357.2883989,357,,,2977,M,651052,9
1203,15724334,Alekseyeva,529,France,Male,22,5,0,1,1,0,151169.83,0,,0,0,0,,,2410,M,724334,10
1204,15569451,Miller,463,France,Male,35,2,101257.16,1,1,1,118113.64,0,,101257,318.2090508,318,,,4078,M,569451,6
1205,15650098,Baranova,630,France,Female,40,7,0,2,1,1,34453.17,0,,0,0,0,,,8311,F,650098,8
1206,15724307,Mitchell,780,France,Male,76,10,121313.88,1,0,1,64872.33,0,,121314,348.3015935,348,,,6781,M,724307,8
1207,15599268,Yobachi,584,Spain,Male,32,5,0,2,1,0,10956.82,0,,0,0,0,,,9435,M,599268,7
1208,15594864,Huang,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,,81523,285.5223284,286,,,8184,M,594864,5
1209,15616451,Genovese,697,France,Female,47,6,128252.66,1,1,1,168053.4,0,,128253,358.1242801,358,,,1604,F,616451,8
1210,15715667,Sorokina,850,France,Female,32,7,0,2,0,0,155227,0,,0,0,0,,,2229,F,715667,8
1211,15658969,Gray,711,France,Male,51,7,0,3,1,0,38409.79,1,,0,0,0,,,8113,M,658969,4
1212,15738174,Ervin,452,France,Female,32,5,0,2,0,1,75279.39,0,,0,0,0,,,6269,F,738174,5
1213,15813590,Vance,610,Spain,Male,42,6,0,2,1,0,158302.59,1,,0,0,0,,,2093,M,813590,5
1214,15624229,Noble,694,France,Female,22,4,0,2,1,1,11525.72,0,,0,0,0,,,9419,F,624229,5
1215,15674148,Milanesi,579,Spain,Male,33,6,0,1,1,0,94993.04,1,,0,0,0,,,5230,M,674148,8
1216,15625080,Parkin,745,Spain,Female,54,8,0,1,1,0,173912.29,1,,0,0,0,,,1311,F,625080,6
1217,15682528,Cremonesi,572,France,Male,33,5,0,1,0,1,41139.05,0,,0,0,0,,,7997,M,682528,9
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,,145542,381.4996723,381,,,7131,M,696900,5
1219,15730038,Docherty,706,France,Female,23,5,0,1,0,0,164128.41,1,,0,0,0,,,1791,F,730038,8
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,,124602,352.9900848,353,,,7711,M,812272,6
1221,15654654,L?,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,,115183,339.3862107,339,,,1138,F,654654,2
1222,15697625,Bevan,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,,163789,404.7085371,405,,,6245,M,697625,5
1223,15616280,Hsia,536,France,Male,46,1,65733.41,1,1,0,61094.53,0,,65733,256.3844769,256,,,6976,M,616280,4
1224,15654229,O'Neill,699,Spain,Male,47,1,0,2,0,1,30117.44,0,,0,0,0,,,8520,M,654229,7
1225,15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,,128486,358.4494386,358,,,1032,F,628298,9
1226,15733387,Pham,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,,109663,331.1540427,331,,,7448,F,733387,4
1227,15775572,Bergamaschi,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,,88324,297.1935396,297,,,6271,F,775572,11
1228,15613844,Murphy,557,France,Female,28,7,146445.24,2,1,0,184317.74,0,,146445,382.6813296,383,,,769,F,613844,6
1229,15578515,Osinachi,659,France,Female,38,3,0,2,1,0,158553.1,0,,0,0,0,,,2076,F,578515,8
1230,15607598,Muravyov,575,Spain,Female,31,6,0,2,1,1,95686.42,0,,0,0,0,,,5196,F,607598,8
1231,15742480,Igwebuike,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,,109949,331.5855847,332,,,6452,M,742480,9
1232,15749482,Zack,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,,78653,280.4514218,280,,,9903,M,749482,4
1233,15607537,Crawford,587,Germany,Male,46,9,107850.82,1,1,0,139431,1,,107851,328.40676,328,,,3001,M,607537,8
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,,83765,289.4218375,289,,,4069,F,575410,9
1235,15684865,Lucchesi,771,France,Female,66,7,143773.07,1,1,1,130827.88,0,,143773,379.1741025,379,,,3435,F,684865,8
1236,15600700,Pan,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,,116227,340.9208119,341,,,4012,M,600700,3
1237,15774155,Trevisani,662,Germany,Male,33,0,103471.52,1,1,1,162703,0,,103472,321.670639,322,,,1875,M,774155,9
1238,15634267,Yudin,717,France,Male,42,5,0,2,1,0,172665.21,0,,0,0,0,,,1370,M,634267,5
1239,15619626,Wade,746,France,Male,24,3,137492.35,2,0,1,170142.09,0,,137492,370.799137,371,,,1508,M,619626,4
1240,15660422,Chung,569,France,Male,28,7,0,2,1,0,73977.23,0,,0,0,0,,,6338,M,660422,5
1241,15617934,Septimus,579,France,Male,36,9,129829.59,1,1,1,60906.12,0,,129830,360.3193028,360,,,6987,M,617934,8
1242,15760774,Hargraves,519,France,Female,21,1,146329.57,2,1,1,194867.27,0,,146330,382.5310445,383,,,268,F,760774,9
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,,114028,337.6803222,338,,,322,M,813132,13
1244,15593331,Sidorov,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,,146581,382.8589819,383,,,9265,M,593331,7
1245,15616709,Bunton,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,,132122,363.4859007,363,,,8444,F,616709,6
1246,15658052,Cameron,626,France,Female,44,10,81553.93,1,1,0,20063.63,1,,81554,285.5766097,286,,,9010,F,658052,7
1247,15721189,Kung,666,France,Female,66,7,0,2,1,1,99792.82,0,,0,0,0,,,5021,F,721189,4
1248,15711288,Hay,512,France,Male,24,6,0,2,1,0,37654.31,0,,0,0,0,,,8146,M,711288,3
1249,15770030,Conti,689,Spain,Female,28,3,0,2,1,1,192449.02,0,,0,0,0,,,388,F,770030,5
1250,15803681,Sims,803,France,Female,26,4,0,2,1,1,181208.47,0,,0,0,0,,,926,F,803681,4
1251,15702789,Carter,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,,175215,418.5869085,419,,,2231,M,702789,6
1252,15814930,McGregor,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,,125535,354.309187,354,,,3905,F,814930,8
1253,15658306,Lo,693,France,Male,68,4,97705.99,1,1,1,61569.07,0,,97706,312.5795899,313,,,6956,M,658306,2
1254,15699523,Chu,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,,126818,356.1151499,356,,,3818,F,699523,3
1255,15610383,Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,,46870,216.4948036,216,,,8473,F,610383,10
1256,15615032,Peng,624,Spain,Male,46,3,0,2,1,1,62825.03,0,,0,0,0,,,6889,M,615032,4
1257,15781989,Drake-Brockman,733,France,Male,42,9,120094.93,1,1,0,184056.45,0,,120095,346.5472551,347,,,781,M,781989,14
1258,15647402,Wan,628,France,Female,38,3,0,2,1,1,48924.73,0,,0,0,0,,,7607,F,647402,3
1259,15740494,Cameron,633,France,Female,33,3,0,2,1,0,191111.02,0,,0,0,0,,,454,F,740494,7
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,,104357,323.0433407,323,,,7346,F,701265,9
1261,15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,,147004,383.4110066,383,,,6812,M,743532,4
1262,15794870,Sal,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,,73023,270.2276818,270,,,6089,M,794870,3
1263,15747591,Chung,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,,173433,416.4528785,416,,,4141,F,747591,5
1264,15726557,Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0,,165680,407.0380818,407,,,8387,F,726557,3
1265,15732199,Gether,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,,104679,323.541342,324,,,7502,M,732199,6
1266,15662291,Davidson,534,France,Female,55,8,116973.26,3,1,0,122066.5,1,,116973,342.0131576,342,,,3873,F,662291,8
1267,15749050,Justice,548,France,Female,36,3,0,1,1,0,65996.9,0,,0,0,0,,,6721,F,749050,7
